detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
18973,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
18974,Bridge Rail (Includes parapet),Daylight,Rural-Local Road or Street,Not an Intersection,f
18975,Mail Box,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
18976,Rollover/Overturn,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
18977,Ditch,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
18978,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
18979,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
18980,Guardrail Face,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
18981,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
18982,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
18983,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
18984,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
18985,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
18986,Ditch,Daylight,Urban-Local Road or Street,Not an Intersection,f
18987,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
18988,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
18989,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
18990,Culvert,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
18991,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
18992,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
18993,Guardrail Face,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
18994,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
18995,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
18996,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
18997,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
18998,Guardrail End,Daylight,Rural-Major Collector,Not an Intersection,t
18999,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,T-Intersection,f
19000,Guardrail End,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19001,Ditch,Daylight,Urban-Minor Arterial,Not an Intersection,t
19002,Mail Box,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
19003,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
19004,Culvert,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
19005,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
19006,Pedestrian,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
19007,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
19008,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
19009,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
19010,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
19011,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,t
19012,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
19013,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,f
19014,Pedestrian,Daylight,Rural-Minor Collector,Not an Intersection,f
19015,"Other Post, Other Pole or Other Supports",Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
19016,Rollover/Overturn,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
19017,Tree (Standing Only),Dusk,Rural-Major Collector,Not an Intersection,f
19018,Motor Vehicle In-Transport ,Dusk,Urban-Other Principal Arterial,Four-Way Intersection,t
19019,Motor Vehicle In-Transport ,Dawn,Rural-Major Collector,Not an Intersection,f
19020,Rollover/Overturn,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
19021,Pedestrian,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
19022,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
19023,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
19024,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
19025,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
19026,Other Object (not fixed),Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
19027,Pedestrian,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
19028,Ditch,Dusk,Rural-Local Road or Street,Not an Intersection,f
19029,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
19030,Embankment,Daylight,Rural-Major Collector,Not an Intersection,f
19031,Utility Pole/Light Support,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
19032,Jackknife (harmful to this vehicle),Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
19033,Guardrail Face,Daylight,Rural-Major Collector,Not an Intersection,f
19034,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
19035,Guardrail Face,Dark - Not Lighted,Rural-Local Road or Street,T-Intersection,t
19036,Pedestrian,Dark - Lighted,Rural-Major Collector,Not an Intersection,f
19037,Utility Pole/Light Support,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
19038,Tree (Standing Only),Daylight,Urban-Local Road or Street,Not an Intersection,f
19039,Utility Pole/Light Support,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
19040,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,t
19041,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Four-Way Intersection,f
19042,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Four-Way Intersection,f
19043,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
19044,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
19045,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
19046,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Four-Way Intersection,f
19047,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
19048,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
19049,Snow Bank,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19050,Motor Vehicle In-Transport ,Dusk,Urban-Other Principal Arterial,Four-Way Intersection,f
19051,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
19052,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
19053,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
19054,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
19055,Ditch,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
19056,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
19057,Pedestrian,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,f
19058,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
19059,Motor Vehicle In-Transport ,Dawn,Rural-Major Collector,Not an Intersection,f
19060,Ditch,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
19061,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
19062,Pedestrian,Dark - Not Lighted,Urban-Local Road or Street,Four-Way Intersection,f
19063,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
19064,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Four-Way Intersection,t
19065,Utility Pole/Light Support,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
19066,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
19067,Ditch,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
19068,Traffic Sign Support ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
19069,Utility Pole/Light Support,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
19070,Other Fixed Object,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
19071,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
19072,Curb,Daylight,Urban-Minor Arterial,Not an Intersection,f
19073,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
19074,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
19075,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
19076,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
19077,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
19078,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
19079,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
19080,Motor Vehicle In-Transport ,Dusk,Urban-Other Principal Arterial,Not an Intersection,f
19081,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Four-Way Intersection,f
19082,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
19083,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
19084,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
19085,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
19086,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
19087,Fence,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19088,Immersion,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
19089,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
19090,Fence,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
19091,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
19092,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
19093,Guardrail Face,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19094,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
19095,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
19096,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
19097,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Four-Way Intersection,f
19098,Utility Pole/Light Support,Dark - Unknown Lighting,Urban-Other Principal Arterial,Not an Intersection,t
19099,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
19100,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
19101,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Four-Way Intersection,f
19102,Parked Motor Vehicle ,Dark - Not Lighted,Urban-Local Road or Street,Four-Way Intersection,f
19103,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
19104,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Unknown Rural,Not an Intersection,f
19105,Tree (Standing Only),Dark - Not Lighted,Urban-Collector,Not an Intersection,t
19106,Curb,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
19107,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,t
19108,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,t
19109,Railway Vehicle,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
19110,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19111,Guardrail End,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19112,Pedestrian,Dark - Unknown Lighting,Rural-Local Road or Street,Not an Intersection,f
19113,Guardrail End,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
19114,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
19115,Parked Motor Vehicle ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
19116,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
19117,Utility Pole/Light Support,Daylight,Urban-Minor Arterial,Not an Intersection,f
19118,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
19119,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,t
19120,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Four-Way Intersection,t
19121,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Not an Intersection,f
19122,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
19123,Embankment,Daylight,Rural-Minor Arterial,Not an Intersection,f
19124,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,t
19125,Curb,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
19126,Bridge Pier or Support,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
19127,Pedestrian,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
19128,Parked Motor Vehicle ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
19129,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
19130,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,t
19131,Rollover/Overturn,Dusk,Rural-Major Collector,Not an Intersection,t
19132,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
19133,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19134,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
19135,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Four-Way Intersection,f
19136,Traffic Sign Support ,Daylight,Rural-Local Road or Street,Not an Intersection,t
19137,Pedestrian,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
19138,Utility Pole/Light Support,Daylight,Rural-Local Road or Street,Not an Intersection,f
19139,Culvert,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
19140,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
19141,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
19142,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Four-Way Intersection,f
19143,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
19144,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
19145,Embankment,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
19146,Pedestrian,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
19147,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
19148,Guardrail Face,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
19149,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
19150,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,f
19151,Motor Vehicle In-Transport ,Dusk,Urban-Local Road or Street,Not an Intersection,t
19152,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
19153,Concrete Traffic Barrier,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
19154,Curb,Daylight,Urban-Local Road or Street,Not an Intersection,f
19155,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,t
19156,Embankment,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
19157,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
19158,Concrete Traffic Barrier,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
19159,Embankment,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
19160,Guardrail Face,Dawn,Rural-Minor Arterial,Not an Intersection,t
19161,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Four-Way Intersection,f
19162,Motor Vehicle In-Transport ,Daylight,Unknown,Not an Intersection,f
19163,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
19164,Pedestrian,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
19165,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
19166,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Other Freeways or Expressways,Four-Way Intersection,f
19167,Rollover/Overturn,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
19168,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19169,Guardrail Face,Daylight,Rural-Major Collector,Not an Intersection,f
19170,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
19171,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
19172,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
19173,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
19174,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
19175,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
19176,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
19177,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,t
19178,Curb,Daylight,Urban-Local Road or Street,Not an Intersection,t
19179,Tree (Standing Only),Daylight,Urban-Minor Arterial,Not an Intersection,f
19180,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Four-Way Intersection,t
19181,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
19182,Parked Motor Vehicle ,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
19183,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19184,Motor Vehicle In-Transport ,Dusk,Rural-Major Collector,Not an Intersection,t
19185,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Four-Way Intersection,f
19186,Ditch,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19187,Traffic Sign Support ,Daylight,Rural-Major Collector,Not an Intersection,t
19188,Motor Vehicle In-Transport ,Dusk,Urban-Principal Arterial-Other Freeways or Expressways,Not an Intersection,t
19189,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
19190,Pedestrian,Dark - Lighted,Urban-Collector,Not an Intersection,f
19191,Curb,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,f
19192,Pedestrian,Dark - Lighted,Rural-Major Collector,Four-Way Intersection,t
19193,Other Non-Collision,Daylight,Urban-Local Road or Street,Not an Intersection,t
19194,Pedestrian,Dark - Lighted,Urban-Minor Arterial,T-Intersection,t
19195,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
19196,Curb,Dark - Not Lighted,Urban-Local Road or Street,T-Intersection,t
19197,Embankment,Daylight,Rural-Major Collector,Not an Intersection,f
19198,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
19199,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
19200,Tree (Standing Only),Dark - Lighted,Urban-Collector,Not an Intersection,t
19201,Other Fixed Object,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
19202,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
19203,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
19204,Pedestrian,Daylight,Urban-Local Road or Street,Not an Intersection,t
19205,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
19206,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
19207,Live Animal,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
19208,Building,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,f
19209,Utility Pole/Light Support,Dusk,Rural-Major Collector,Not an Intersection,t
19210,Ditch,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
19211,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
19212,Guardrail End,Daylight,Rural-Major Collector,Not an Intersection,t
19213,Utility Pole/Light Support,Dark - Lighted,Urban-Collector,Four-Way Intersection,t
19214,Rollover/Overturn,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
19215,Traffic Sign Support ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
19216,Embankment,Daylight,Rural-Minor Arterial,Not an Intersection,t
19217,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
19218,Utility Pole/Light Support,Daylight,Urban-Minor Arterial,Not an Intersection,f
19219,Fence,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
19220,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
19221,Ditch,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
19222,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
19223,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
19224,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Four-Way Intersection,f
19225,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
19226,Pedestrian,Daylight,Rural-Major Collector,Not an Intersection,f
19227,Utility Pole/Light Support,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
19228,Rollover/Overturn,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
19229,Motor Vehicle In-Transport ,Daylight,Urban-Collector,Not an Intersection,f
19230,Other Fixed Object,Dawn,Urban-Principal Arterial-Interstate,Not an Intersection,t
19231,Mail Box,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,t
19232,Tree (Standing Only),Daylight,Urban-Other Principal Arterial,Not an Intersection,f
19233,Tree (Standing Only),Daylight,Urban-Other Principal Arterial,Not an Intersection,f
19234,Guardrail Face,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
19235,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
19236,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
19237,Tree (Standing Only),Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
19238,Ditch,Daylight,Rural-Local Road or Street,Not an Intersection,f
19239,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
19240,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
19241,Motor Vehicle In-Transport ,Dusk,Rural-Minor Collector,Not an Intersection,f
19242,Curb,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
19243,Ditch,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
19244,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
19245,Rollover/Overturn,Daylight,Rural-Local Road or Street,T-Intersection,f
19246,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
19247,Fell/Jumped from Vehicle,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
19248,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Four-Way Intersection,f
19249,Ditch,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
19250,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
19251,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
19252,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
19253,Curb,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
19254,Pedestrian,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
19255,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Not an Intersection,t
19256,Rollover/Overturn,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
19257,Utility Pole/Light Support,Daylight,Urban-Minor Arterial,Not an Intersection,t
19258,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
19259,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
19260,Utility Pole/Light Support,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
19261,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Collector,Not an Intersection,t
19262,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,f
19263,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,"Five Point, or More",f
19264,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
19265,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
19266,Ditch,Daylight,Rural-Minor Collector,Not an Intersection,t
19267,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
19268,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
19269,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
19270,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
19271,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
19272,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
19273,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
19274,Ditch,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
19275,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,f
19276,Guardrail Face,Daylight,Rural-Major Collector,Not an Intersection,t
19277,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Minor Arterial,Four-Way Intersection,t
19278,Curb,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
19279,Embankment,Daylight,Rural-Local Road or Street,Not an Intersection,t
19280,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
19281,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
19282,Guardrail Face,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
19283,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
19284,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
19285,Pedalcyclist,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
